Terim_TR,StandartKarsilik_EN,Terim_ES,Terim_PT,Terim_RU,KisaKod,NamingToken_TR,KullanimTipi,KategoriKumesi,Kaynak
QA_LoadBearing,QALoadBearing,QALoadBearing,QALoadBearing,QALoadBearing,,QA_LoadBearing,param_ad,Shared Parameter,semantic_dictionary
QA_MalzemeAtamasi,QAMaterialAssignment,QAMaterialAssignment,QAMaterialAssignment,QAMaterialAssignment,,QA_MalzemeAtamasi,param_ad,Shared Parameter,semantic_dictionary
QA_Not,QANote,QANote,QANote,QANote,,QA_Not,param_ad,Shared Parameter,semantic_dictionary
QA_SiniflandirmaKontrol,QAClassificationCheck,QAClassificationCheck,QAClassificationCheck,QAClassificationCheck,,QA_SiniflandirmaKontrol,param_ad,Shared Parameter,semantic_dictionary
QA_TeslimDurumu,QADeliveryStatus,QADeliveryStatus,QADeliveryStatus,QADeliveryStatus,,QA_TeslimDurumu,param_ad,Shared Parameter,semantic_dictionary
QA_YerelKonumKontrol,QAOriginCheck,QAOriginCheck,QAOriginCheck,QAOriginCheck,,QA_YerelKonumKontrol,param_ad,Shared Parameter,semantic_dictionary
Rampa,Ramp,Ramp,Ramp,Ramp,,Rampa,token,Param Token,semantic_dictionary
Rampa eğimi maks. (%) TS 9111,Maximum ramp slope (%) TS 9111,Maximum ramp slope (%) TS 9111,Maximum ramp slope (%) TS 9111,Maximum ramp slope (%) TS 9111,,Rampaegimimaks.(%)TS9111,aciklama,Description,semantic_dictionary
Rapor,Report,Report,Report,Report,,Rapor,token,Param Token,semantic_dictionary
Rating,Rating,Rating,Rating,Rating,,Rating,token,Param Token,semantic_dictionary
Rayic,Rate,Rate,Rate,Rate,,Rayic,token,Param Token,semantic_dictionary
Rayiç kodu,Schedule of rates code,Schedule of rates código,Schedule of rates código,Schedule of rates код,,Rayickodu,aciklama,Description,semantic_dictionary
Rayiç tanımı,Schedule of rates description,Schedule of rates descripción,Schedule of rates descrição,Schedule of rates описание,,Rayictanimi,aciklama,Description,semantic_dictionary
REI,REI,REI,REI,REI,,REI,token,Param Token,semantic_dictionary
Revizyon,Revision,Revision,Revision,Revision,,Revizyon,token,Param Token,semantic_dictionary
Revizyon gerekiyor mu? (QC bayrağı),Revision required? (QC flag),revisión requerido? (QC flag),revisão necessário? (QC flag),редакция требуется? (QC flag),,Revizyongerekiyormu?(QCbayragi),aciklama,Description,semantic_dictionary
Revizyon no ve tarihi,Revision number and date,revisión número and fecha,revisão número and data,редакция номер and дата,,Revizyonnovetarihi,aciklama,Description,semantic_dictionary
RevizyonStatik,StructuralRevision,StructuralRevision,StructuralRevision,StructuralRevision,,RevizyonStatik,param_ad,Shared Parameter,semantic_dictionary
Ruhsat,Permit,Permit,Permit,Permit,,Ruhsat,token,Param Token,semantic_dictionary
RuhsatNo,PermitNumber,PermitNumber,PermitNumber,PermitNumber,,RuhsatNo,param_ad,Shared Parameter,semantic_dictionary
RuhsatTarihi,PermitDate,PermitDate,PermitDate,PermitDate,,RuhsatTarihi,param_ad,Shared Parameter,semantic_dictionary
Sahibi,Owner,Owner,Owner,Owner,,Sahibi,token,Param Token,semantic_dictionary
Santiye,Site,Site,Site,Site,,Santiye,token,Param Token,semantic_dictionary
SantiyeDisiplin,SiteDiscipline,SiteDiscipline,SiteDiscipline,SiteDiscipline,,SantiyeDisiplin,param_ad,Shared Parameter,semantic_dictionary
Sertifika,Certificate,Certificate,Certificate,Certificate,,Sertifika,token,Param Token,semantic_dictionary
Sertifikasi,Certificate,Certificate,Certificate,Certificate,,Sertifikasi,token,Param Token,semantic_dictionary
Ses,Acoustic,Acoustic,Acoustic,Acoustic,,Ses,token,Param Token,semantic_dictionary
Ses yalıtım değeri (dB),Sound insulation value (dB),Sound aislamiento valor (dB),Sound isolamento valor (dB),Sound изоляция значение (dB),,Sesyalitimdegeri(dB),aciklama,Description,semantic_dictionary
Ses yalıtım değeri Rw (dB),Sound insulation value Rw (dB),Sound aislamiento valor Rw (dB),Sound isolamento valor Rw (dB),Sound изоляция значение Rw (dB),,SesyalitimdegeriRw(dB),aciklama,Description,semantic_dictionary
Seti,Set,Set,Set,Set,,Seti,token,Param Token,semantic_dictionary
Seviye,Level,Level,Level,Level,,Seviye,token,Param Token,semantic_dictionary
Seviyesi,Level,Level,Level,Level,,Seviyesi,token,Param Token,semantic_dictionary
SHGC,SHGC,SHGC,SHGC,SHGC,,SHGC,token,Param Token,semantic_dictionary
SHT,Plumbing,Plumbing,Plumbing,Plumbing,,SHT,token,Param Token,semantic_dictionary
SHT_BasincSinifi,PlumbingPressureClass,PlumbingPressureClass,PlumbingPressureClass,PlumbingPressureClass,,SHT_BasincSinifi,param_ad,Shared Parameter,semantic_dictionary
SHT_BorCap,PlumbingPipeDiameter,PlumbingPipeDiameter,PlumbingPipeDiameter,PlumbingPipeDiameter,,SHT_BorCap,param_ad,Shared Parameter,semantic_dictionary
SHT_BorMalzeme,PlumbingPipeMaterial,PlumbingPipeMaterial,PlumbingPipeMaterial,PlumbingPipeMaterial,,SHT_BorMalzeme,param_ad,Shared Parameter,semantic_dictionary
SHT_DepoHacmi,PlumbingTankVolume,PlumbingTankVolume,PlumbingTankVolume,PlumbingTankVolume,,SHT_DepoHacmi,param_ad,Shared Parameter,semantic_dictionary
SHT_EgimYuzde,PlumbingDrainGradient,PlumbingDrainGradient,PlumbingDrainGradient,PlumbingDrainGradient,,SHT_EgimYuzde,param_ad,Shared Parameter,semantic_dictionary
SHT_HidroforVarMi,PlumbingHasPressureBooster,PlumbingHasPressureBooster,PlumbingHasPressureBooster,PlumbingHasPressureBooster,,SHT_HidroforVarMi,param_ad,Shared Parameter,semantic_dictionary
SHT_SicakSuSistemi,PlumbingHotWaterSystem,PlumbingHotWaterSystem,PlumbingHotWaterSystem,PlumbingHotWaterSystem,,SHT_SicakSuSistemi,param_ad,Shared Parameter,semantic_dictionary
SHT_SistemAdi,PlumbingSystemName,PlumbingSystemName,PlumbingSystemName,PlumbingSystemName,,SHT_SistemAdi,param_ad,Shared Parameter,semantic_dictionary
SHT_SistemTipi,PlumbingSystemType,PlumbingSystemType,PlumbingSystemType,PlumbingSystemType,,SHT_SistemTipi,param_ad,Shared Parameter,semantic_dictionary
SHT_YalitimTipi,PlumbingPipeInsulationType,PlumbingPipeInsulationType,PlumbingPipeInsulationType,PlumbingPipeInsulationType,,SHT_YalitimTipi,param_ad,Shared Parameter,semantic_dictionary
Sicak,Hot,Hot,Hot,Hot,,Sicak,token,Param Token,semantic_dictionary
Siginma,Refuge,Refuge,Refuge,Refuge,,Siginma,token,Param Token,semantic_dictionary
Sigorta,Fire,Fire,Fire,Fire,,Sigorta,token,Param Token,semantic_dictionary
Siklastirma,Confinement,Confinement,Confinement,Confinement,,Siklastirma,token,Param Token,semantic_dictionary
Sinif,Classification,Classification,Classification,Classification,,Sinif,token,Param Token,semantic_dictionary
SinifAdi,ClassificationName,ClassificationName,ClassificationName,ClassificationName,,SinifAdi,param_ad,Shared Parameter,semantic_dictionary
Sinifi,Class,Class,Class,Class,,Sinifi,token,Param Token,semantic_dictionary
SinifKod1,ClassificationCode1,ClassificationCode1,ClassificationCode1,ClassificationCode1,,SinifKod1,param_ad,Shared Parameter,semantic_dictionary
SinifKod2,ClassificationCode2,ClassificationCode2,ClassificationCode2,ClassificationCode2,,SinifKod2,param_ad,Shared Parameter,semantic_dictionary
SinifKod3,ClassificationCode3,ClassificationCode3,ClassificationCode3,ClassificationCode3,,SinifKod3,param_ad,Shared Parameter,semantic_dictionary
Siniflandirma,Classification,Classification,Classification,Classification,,Siniflandirma,token,Param Token,semantic_dictionary
SinifSistemi,ClassificationSystem,ClassificationSystem,ClassificationSystem,ClassificationSystem,,SinifSistemi,param_ad,Shared Parameter,semantic_dictionary
Sirasi,Sequence,Sequence,Sequence,Sequence,,Sirasi,token,Param Token,semantic_dictionary
Sis,System,System,System,System,,Sis,token,Param Token,semantic_dictionary
Sismik,Analysis,Analysis,Analysis,Analysis,,Sismik,token,Param Token,semantic_dictionary
Sismik analiz yöntemi,Seismic analysis method,sísmica análisis método,sísmica análise método,сейсмический анализ метод,,Sismikanalizyontemi,aciklama,Description,semantic_dictionary
Sismik izolasyon var mı?,Is there seismic isolation?,Is there sísmica isolation?,Is there sísmica isolation?,Is there сейсмический isolation?,,Sismikizolasyonvarmi?,aciklama,Description,semantic_dictionary
Sistem,System,Sistema,Sistema,Система,,Sistem,token,Param Token,semantic_dictionary
"Sistem adı/kodu (örn: HV-01, EX-01)","System name / code (e.g. HV-01, EX-01)","sistema nombre / código (e.g. HV-01, EX-01)","sistema nome / código (e.g. HV-01, EX-01)","система имя / код (e.g. HV-01, EX-01)",,"Sistemadi/kodu(orn:HV-01,EX-01)",aciklama,Description,semantic_dictionary
"Sistem adı/kodu (örn: IS-01, SG-01)","System name / code (e.g. HT-01, CL-01)","sistema nombre / código (e.g. HT-01, CL-01)","sistema nome / código (e.g. HT-01, CL-01)","система имя / код (e.g. HT-01, CL-01)",,"Sistemadi/kodu(orn:IS-01,SG-01)",aciklama,Description,semantic_dictionary
Sistem gerilimi (V): 230/400,System voltage (V): 230/400,sistema voltage (V): 230/400,sistema voltage (V): 230/400,система voltage (V): 230/400,,Sistemgerilimi(V):230/400,aciklama,Description,semantic_dictionary
"Sistem kodu (örn: BMS-01, CCTV-01)","System code (e.g. BMS-01, CCTV-01)","sistema código (e.g. BMS-01, CCTV-01)","sistema código (e.g. BMS-01, CCTV-01)","система код (e.g. BMS-01, CCTV-01)",,"Sistemkodu(orn:BMS-01,CCTV-01)",aciklama,Description,semantic_dictionary
"Sistem kodu (örn: SK-01, PIS-01)","System code (e.g. CW-01, DR-01)","sistema código (e.g. CW-01, DR-01)","sistema código (e.g. CW-01, DR-01)","система код (e.g. CW-01, DR-01)",,"Sistemkodu(orn:SK-01,PIS-01)",aciklama,Description,semantic_dictionary
Sistem tipi: VAV/CAV/VRF/Chiller/Split vb,System type: VAV / CAV / VRF / Chiller / Split etc.,sistema tipo: VAV / CAV / VRF / Chiller / Split etc.,sistema tipo: VAV / CAV / VRF / Chiller / Split etc.,система тип: VAV / CAV / VRF / Chiller / Split etc.,,Sistemtipi:VAV/CAV/VRF/Chiller/Splitvb,aciklama,Description,semantic_dictionary
Sistem: Data/Tel/CCTV/Kart/Alarm/OKS/BMS,System: Data / Tel / CCTV / Access / Alarm / BAS / BMS,sistema: Data / Tel / CCTV / Access / Alarm / BAS / BMS,sistema: Data / Tel / CCTV / Access / Alarm / BAS / BMS,система: Data / Tel / CCTV / Access / Alarm / BAS / BMS,,Sistem:Data/Tel/CCTV/Kart/Alarm/OKS/BMS,aciklama,Description,semantic_dictionary
Sistem: Radyatör/Fancoil/Yerden Isıtma/VRF,System: Radiator / Fan-coil / Underfloor heating / VRF,sistema: Radiator / Fan-coil / Underfloor heating / VRF,sistema: Radiator / Fan-coil / Underfloor heating / VRF,система: Radiator / Fan-coil / Underfloor heating / VRF,,Sistem:Radyator/Fancoil/YerdenIsitma/VRF,aciklama,Description,semantic_dictionary
Sistem: SK/SK-Sicak/PIS/YMU/YAG/YANGSU,System: CW / HW / Drain / Rainwater / Grease / Fire water,sistema: CW / HW / Drain / Rainwater / Grease / incendio water,sistema: CW / HW / Drain / Rainwater / Grease / incêndio water,система: CW / HW / Drain / Rainwater / Grease / пожар water,,Sistem:SK/SK-Sicak/PIS/YMU/YAG/YANGSU,aciklama,Description,semantic_dictionary
Sistemi,System,System,System,System,,Sistemi,token,Param Token,semantic_dictionary
Sogutma,Cooling,Cooling,Cooling,Cooling,,Sogutma,token,Param Token,semantic_dictionary
SogutmaSistemi,CoolingSystem,CoolingSystem,CoolingSystem,CoolingSystem,,SogutmaSistemi,param_ad,Shared Parameter,semantic_dictionary
Son,Last,Last,Last,Last,,Son,token,Param Token,semantic_dictionary
Son güncelleme tarihi,Last update date,Last update fecha,Last update data,Last update дата,,Songuncellemetarihi,aciklama,Description,semantic_dictionary
Son çakışma tespiti tarihi (YYYY-AA-GG),Last clash detection date (YYYY-MM-DD),Last clash detection fecha (YYYY-MM-DD),Last clash detection data (YYYY-MM-DD),Last clash detection дата (YYYY-MM-DD),,Soncakismatespititarihi(YYYY-AA-GG),aciklama,Description,semantic_dictionary
SonGuncellemeTarihi,LastUpdateDate,LastUpdateDate,LastUpdateDate,LastUpdateDate,,SonGuncellemeTarihi,param_ad,Shared Parameter,semantic_dictionary
Sorumlu elektrik müh. adı soyadı,Responsible electrical engineer full name,Responsible eléctrico ingeniero completo nombre,Responsible elétrico engenheiro completo nome,Responsible электрический инженер полный имя,,Sorumluelektrikmuh.adisoyadi,aciklama,Description,semantic_dictionary
Sorumlu inşaat müh. adı soyadı,Responsible structural engineer full name,Responsible estructural ingeniero completo nombre,Responsible estrutural engenheiro completo nome,Responsible конструктивный инженер полный имя,,Sorumluinsaatmuh.adisoyadi,aciklama,Description,semantic_dictionary
Sorumlu makine müh. adı soyadı,Responsible mechanical engineer full name,Responsible mecánico ingeniero completo nombre,Responsible mecânico engenheiro completo nome,Responsible механический инженер полный имя,,Sorumlumakinemuh.adisoyadi,aciklama,Description,semantic_dictionary
Sorumlu makine müh. adı soyadı (MEP),Responsible mechanical engineer full name (MEP),Responsible mecánico ingeniero completo nombre (MEP),Responsible mecânico engenheiro completo nome (MEP),Responsible механический инженер полный имя (MEP),,Sorumlumakinemuh.adisoyadi(MEP),aciklama,Description,semantic_dictionary
Sorumlu mimar adı soyadı,Responsible architect full name,Responsible architect completo nombre,Responsible architect completo nome,Responsible architect полный имя,,Sorumlumimaradisoyadi,aciklama,Description,semantic_dictionary
Sorumlusu,Manager,Manager,Manager,Manager,,Sorumlusu,token,Param Token,semantic_dictionary
Source,Source,Source,Source,Source,,Source,token,Param Token,semantic_dictionary
Soyad,Name,Name,Name,Name,,Soyad,token,Param Token,semantic_dictionary
Soğutma debisi (l/h),Cooling flow rate (l/h),Cooling caudal rate (l/h),Cooling caudal rate (l/h),Cooling поток rate (l/h),,Sogutmadebisi(l/h),aciklama,Description,semantic_dictionary
Soğutma sistemi tipi,Cooling system type,Cooling sistema tipo,Cooling sistema tipo,Cooling система тип,,Sogutmasistemitipi,aciklama,Description,semantic_dictionary
Sprinkler,Sprinkler,Sprinkler,Sprinkler,Sprinkler,,Sprinkler,token,Param Token,semantic_dictionary
Sprinkler sistemi tipi,Sprinkler system type,rociador sistema tipo,sprinkler sistema tipo,спринклер система тип,,Sprinklersistemitipi,aciklama,Description,semantic_dictionary
Sprinkler sistemi var mı?,Is there a sprinkler system?,Is there a rociador sistema?,Is there a sprinkler sistema?,Is there a спринклер система?,,Sprinklersistemivarmi?,aciklama,Description,semantic_dictionary
Sprinkler tipi: Islak/Kuru/Ön-etkili/Deluge,Sprinkler type: Wet / Dry / Pre-action / Deluge,rociador tipo: Wet / Dry / Pre-action / Deluge,sprinkler tipo: Wet / Dry / Pre-action / Deluge,спринклер тип: Wet / Dry / Pre-action / Deluge,,Sprinklertipi:Islak/Kuru/On-etkili/Deluge,aciklama,Description,semantic_dictionary
Ss,Ss,Ss,Ss,Ss,,Ss,token,Param Token,semantic_dictionary
Standart,Standard,Standard,Standard,Standard,,Standart,token,Param Token,semantic_dictionary
Statik,Structural,Structural,Structural,Structural,,Statik,token,Param Token,semantic_dictionary
Statik hesap raporu belge numarası,Structural calculation report document number,estructural cálculo report documento número,estrutural cálculo report documento número,конструктивный расчет report документ номер,,Statikhesapraporubelgenumarasi,aciklama,Description,semantic_dictionary
Statik model versiyon no (SAP2000/ETABS vb),Structural model version number (SAP2000/ETABS etc.),estructural modelo versión número (SAP2000/ETABS etc.),estrutural modelo versão número (SAP2000/ETABS etc.),конструктивный модель версия номер (SAP2000/ETABS etc.),,Statikmodelversiyonno(SAP2000/ETABSvb),aciklama,Description,semantic_dictionary
Statik revizyon kodu ve tarihi,Structural revision code and date,estructural revisión código and fecha,estrutural revisão código and data,конструктивный редакция код and дата,,Statikrevizyonkoduvetarihi,aciklama,Description,semantic_dictionary
StatikModelVersiyonu,StructuralModelVersion,StructuralModelVersion,StructuralModelVersion,StructuralModelVersion,,StatikModelVersiyonu,param_ad,Shared Parameter,semantic_dictionary
StatikMuhendis,StructuralEngineerFullName,StructuralEngineerFullName,StructuralEngineerFullName,StructuralEngineerFullName,,StatikMuhendis,param_ad,Shared Parameter,semantic_dictionary
StatikOdaNo,StructuralEngineerLicenseNumber,StructuralEngineerLicenseNumber,StructuralEngineerLicenseNumber,StructuralEngineerLicenseNumber,,StatikOdaNo,param_ad,Shared Parameter,semantic_dictionary
Su,Water,Water,Water,Water,,Su,token,Param Token,semantic_dictionary
Su deposu hacmi (m3),Water storage tank volume (m3),Water storage tank volume (m3),Water storage tank volume (m3),Water storage tank volume (m3),,Sudeposuhacmi(m3),aciklama,Description,semantic_dictionary
Su yalıtım sistemi tipi,Waterproofing system type,Waterproofing sistema tipo,Waterproofing sistema tipo,Waterproofing система тип,,Suyalitimsistemitipi,aciklama,Description,semantic_dictionary
